CO_IES,NO_IES,SG_IES,NO_MUNICIPIO_IES,SG_UF_IES,TP_CATEGORIA_ADMINISTRATIVA,QT_DOC_EX_DOUT,QT_DOC_EX_MEST,nome_ies_padronizado,total_bolsas_cnpq,ADC - Apoio à Difusão do Conhecimento,AED - Auxílio a Editoração e Publicação,APQ - Auxílio a Pesquisa,ARC - Promoção de Eventos Científicos,AT - Apoio Técnico a Pesquisa,ATP - Apoio Técnico em Extensão no País ,DCR - Desenvolvimento Cientifico Regional,DES - Desenvolvimento Tecnológico e Inovação ,DT - Produtividade Desen. Tec. e Extensão ,DTC - Desenvolvimento Tecnológico em TICs,DTI - Desenvolvimento Tecnológico Industrial,EPI - Bolsa de Treinamento - Programa ,EV - Especialista Visitante,EXP - Extensão no País,GD - Doutorado,GDE - Doutorado no Exterior,GM - Mestrado,IC - Iniciação Científica,ICJ - Iniciação Científica Júnior,IEX - Iniciação ao Extensionismo,IT - Iniciação Tecnológica,ITC - Iniciação Tecnológica em TICs,ITI - Iniciação Tecnológica e Industrial,PAV - Bolsa Pesquisador-Avaliador,PCI - Programa de Capacitação Institucional,PDE - Pós-doutorado no Exterior,PDI - Pos-doutorado Empresarial,PDJ - Pós-doutorado Júnior,PDS - Pós-doutorado Sênior,PQ - Produtividade em Pesquisa,PV - Pesquisador Visitante,SET - Fixação de Recursos Humanos,SWE - Doutorado Sanduíche no Exterior,SWP - Doutorado-Sanduiche no Pais
22101,Faculdade de Educação de Patos de Minas,FAEP,Patos de Minas,MG,4,1,6,faculdade de educacao de patos de minas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22102,Faculdade de Tecnologia Senac Curitiba Portão,,Curitiba,PR,5,1,10,faculdade de tecnologia senac curitiba portao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22103,Faculdade de Saúde Santa Casa BH,,Belo Horizonte,MG,5,5,9,faculdade de saude santa casa bh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22104,Faculdades Integradas Padrão,FIP GUANAMBI,Guanambi,BA,4,21,20,faculdades integradas padrao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22116,Faculdade de Miguel Pereira,FAMIPE,Miguel Pereira,RJ,5,4,29,faculdade de miguel pereira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22119,ESCOLA DE DIREITO FUCAPE,FUCAPE DIREITO,Vitória,ES,4,6,2,escola de direito fucape,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22121,Faculdade de Ciências Médicas de Três Rios,FCM/TR,Três Rios,RJ,4,13,18,faculdade de ciencias medicas de tres rios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22123,FACULDADE DE CIÊNCIAS JURÍDICAS ANHANGUERA DE ARAPIRACA,,Arapiraca,AL,4,13,2,faculdade de ciencias juridicas anhanguera de arapiraca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22124,Faculdade Pitágoras Unopar de Brumado,,Brumado,BA,4,12,2,faculdade pitagoras unopar de brumado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22125,Faculdade de Ciências Jurídicas de Bom Jesus da Lapa,,Bom Jesus da Lapa,BA,4,12,4,faculdade de ciencias juridicas de bom jesus da lapa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22139,FACULDADE SANTO ANTONIO DE ITABUNA,FSAI,Itabuna,BA,4,0,0,faculdade santo antonio de itabuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22144,Faculdade de Ciências Jurídicas de Luziânia,,Luziânia,GO,4,13,3,faculdade de ciencias juridicas de luziania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22145,Faculdade de Ciências Jurídicas de Erechim,,Erechim,RS,4,13,5,faculdade de ciencias juridicas de erechim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22147,Faculdade de Ciências Jurídicas de Belo Jardim,,Belo Jardim,PE,4,14,2,faculdade de ciencias juridicas de belo jardim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22154,Faculdade de Ciências Jurídicas de Jacobina,,Jacobina,BA,4,14,2,faculdade de ciencias juridicas de jacobina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22158,Faculdade Anhanguera de Petrolina,,Petrolina,PE,4,14,1,faculdade anhanguera de petrolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22161,Faculdade de Ciências Jurídicas de Itumbiara,,Itumbiara,GO,4,14,0,faculdade de ciencias juridicas de itumbiara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22171,FACULDADE REGIONAL DE MINAS GERAIS,FACMINAS,Bertópolis,MG,4,0,7,faculdade regional de minas gerais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22176,Faculdade ENAU,FacEnau,Ribeirão Pires,SP,4,4,12,faculdade enau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22177,Faculdade União Paulistana,FAUP,São Paulo,SP,4,2,4,faculdade uniao paulistana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22191,Faculdade Estácio de Jaraguá do Sul,Estácio Jaraguá,Jaraguá do Sul,SC,4,22,13,faculdade estacio de jaragua do sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22193,Faculdade Serra Dourada,,Altamira,PA,4,4,12,faculdade serra dourada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22194,FACULDADE ATENAS SETE LAGOAS,,Sete Lagoas,MG,4,13,12,faculdade atenas sete lagoas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22195,Instituto Serra Dourada,,Altamira,PA,4,14,9,instituto serra dourada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22196,Faculdade de Direito Serra Dourada,,Altamira,PA,4,0,5,faculdade de direito serra dourada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22197,FACULDADE ATENAS PASSOS,,Passos,MG,4,16,16,faculdade atenas passos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22202,Faculdade Estácio de Juazeiro,EstácioJuazeiro,Juazeiro,BA,4,33,27,faculdade estacio de juazeiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22204,Faculdade de Matupá,UNIFAMA,Matupá,MT,4,2,8,faculdade de matupa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22210,FACULDADE UNINASSAU SERRA TALHADA,,Serra Talhada,PE,4,4,15,faculdade uninassau serra talhada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22232,Faculdade de Ciências Jurídicas de Altamira,,Altamira,PA,4,12,3,faculdade de ciencias juridicas de altamira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22236,FACULDADE UNOPAR DE CIÊNCIAS JURÍDICAS DE SETE LAGOAS,,Sete Lagoas,MG,4,17,6,faculdade unopar de ciencias juridicas de sete lagoas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22237,Faculdade de Ciências Jurídicas de Assis,,Assis,SP,4,12,4,faculdade de ciencias juridicas de assis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22239,FACULDADE  INTEGRADA DE ADVOCACIA DA  AMAZÔNIA,FINAMA,Belém,PA,4,6,10,faculdade integrada de advocacia da amazonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22245,FACULDADE DO CARIRI PARAIBANO,UNICIR,Sumé,PB,4,1,10,faculdade do cariri paraibano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22246,FACULDADE MATIAS MACHLINE,FMM,Manaus,AM,4,5,13,faculdade matias machline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22248,FACULDADE SUCESSO,FACSU,São Bento,PB,4,5,28,faculdade sucesso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22249,FACULDADE KEEP EDUC,KEEPEDUC,Goiânia,GO,4,1,5,faculdade keep educ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22252,FACULDADE UNIBRAS DO PARÁ,FACBRAS,Ourilândia do Norte,PA,5,0,0,faculdade unibras do para,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22257,Faculdade de Direito AVANTIS de Itapema,AVANTIS Itapema,Itapema,SC,4,7,12,faculdade de direito avantis de itapema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22262,Faculdade de Palmeiras de Goiás - FacMais,FacMais,Palmeiras de Goiás,GO,4,8,19,faculdade de palmeiras de goias  facmais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22263,FACULDADE VANGUARDA,,São José dos Campos,SP,4,5,24,faculdade vanguarda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22266,Instituto de Desenvolvimento Tecnológico da FGV,FGV/IDT,Rio de Janeiro,RJ,5,29,0,instituto de desenvolvimento tecnologico da fgv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22267,Faculdade HONPAR,,Arapongas,PR,5,2,1,faculdade honpar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22312,FACULDADE NOVE DE JULHO DE OSASCO,NOVE-OSASCO,Osasco,SP,5,18,33,faculdade nove de julho de osasco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22313,FACULDADE NOVE DE JULHO DE BAURU,NOVE-BAURU,Bauru,SP,5,5,14,faculdade nove de julho de bauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22314,FACULDADE NOVE DE JULHO GUARULHOS,NOVE-GUARULHOS,Guarulhos,SP,5,9,18,faculdade nove de julho guarulhos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22316,FACULDADE NOVE DE JULHO MAUÁ,NOVE_MAUÁ,Mauá,SP,5,17,27,faculdade nove de julho maua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22317,Escola Superior da Amazônia de Abaetetuba,ESAMAZ,Abaetetuba,PA,4,11,12,escola superior da amazonia de abaetetuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22319,Faculdade de Tecnologia de Itatiba,Fatec Itatiba,Itatiba,SP,2,18,26,faculdade de tecnologia de itatiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22325,Faculdade Christus,Christus Eusébio,Eusébio,CE,4,23,19,faculdade christus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22326,Faculdade Brasília,FBr,Brasília,DF,4,5,20,faculdade brasilia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22327,Faculdade CTA de Nova Lima,CTA Nova Lima,Nova Lima,MG,4,2,2,faculdade cta de nova lima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22329,FACULDADE UNINTA FORTALEZA,,Fortaleza,CE,5,22,21,faculdade uninta fortaleza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22405,SVT FACULDADE DE ENSINO SUPERIOR,SVT,São Luís,MA,4,2,2,svt faculdade de ensino superior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22420,FACULDADE UNIRB - MACEIO,Faculdade Unirb,Maceió,AL,4,3,3,faculdade unirb  maceio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22437,Faculdade da Amazônia Legal,FAMA,Colíder,MT,4,0,1,faculdade da amazonia legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22441,FACULDADE Ensin.E,ENSIN.E,Juiz de Fora,MG,4,5,4,faculdade ensine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22443,Faculdade Alfredo Nasser de Casa Nova,FAN,Casa Nova,BA,5,8,11,faculdade alfredo nasser de casa nova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22449,INSTITUTO SUPERIOR DE CIÊNCIAS DA SAÚDE CARLOS CHAGAS,IPGMCC,Rio de Janeiro,RJ,5,3,4,instituto superior de ciencias da saude carlos chagas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22453,Faculdade UNÍNTESE,,Santo Ângelo,RS,4,1,8,faculdade unintese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22455,Faculdade Líbano,LÍBANO,Araxá,MG,4,2,7,faculdade libano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22456,FACULDADE REALIZA,,Aparecida de Goiânia,GO,4,0,7,faculdade realiza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22463,Faculdade Impacto de Porangatu,FIP,Porangatu,GO,4,5,11,faculdade impacto de porangatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22514,Afya Faculdade de Ciências Médicas de Jaboatão dos Guararapes,AFYA JABOATÃO,Jaboatão dos Guararapes,PE,4,55,22,afya faculdade de ciencias medicas de jaboatao dos guararapes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22521,FACULDADES FAMEP Unidade Irará - BA,FAMEP,Irará,BA,4,0,2,faculdades famep unidade irara  ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22527,Faculdade Cleber Leite,FCL,Santo André,SP,4,9,8,faculdade cleber leite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22533,Faculdade Norte-Sul,FANS,Rio do Sul,SC,4,1,3,faculdade norte sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22566,Faculdade Metropolitana de Itacoatiara,FAMETRO,Itacoatiara,AM,4,6,3,faculdade metropolitana de itacoatiara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22578,FACULDADE CENSUPEG,,Joinville,SC,4,5,21,faculdade censupeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22592,FACULDADES INTEGRADAS DA AMÉRICA DO SUL,FAC INTEGRA,Caldas Novas,GO,4,21,49,faculdades integradas da america do sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22599,FACULDADE CECAPE,,Juazeiro do Norte,CE,4,13,15,faculdade cecape,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22603,FACULDADE ANCLIVEPA DE GESTÃO E HUMANOLOGIA,FAGH,São Paulo,SP,4,1,12,faculdade anclivepa de gestao e humanologia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22605,Faculdade Anclivepa São Paulo,Anclivepa SP,São Paulo,SP,4,15,3,faculdade anclivepa sao paulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22625,FACULDADE BOOKPLAY,,Votuporanga,SP,4,0,9,faculdade bookplay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22627,Faculdade Abrange ABC,FABRANGE,São Bernardo do Campo,SP,4,3,1,faculdade abrange abc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22628,CLARETIANO - FACULDADE DE BOA VISTA,CLARETIANOBV,Boa Vista,RR,5,8,13,claretiano  faculdade de boa vista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22629,Centro de Estudos em Direito e Negócios,,Belo Horizonte,MG,4,10,15,centro de estudos em direito e negocios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22634,FACULDADE FASIPE DE RONDONÓPOLIS,FFR,Rondonópolis,MT,4,6,24,faculdade fasipe de rondonopolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22640,Faculdade Metropolitana de Coari,FAMETRO,Coari,AM,4,3,3,faculdade metropolitana de coari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22641,Faculdade Metropolitana de Parintins,FAMETRO,Parintins,AM,4,4,11,faculdade metropolitana de parintins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22643,Faculdade Metropolitana de Tefé,FAMETRO,Tefé,AM,4,3,8,faculdade metropolitana de tefe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22644,FACULDADE DO CEFI,FACEFI,Porto Alegre,RS,4,12,5,faculdade do cefi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22650,FACULDADE DO CENTRO EDUCACIONAL INTERDISCIPLINAR DO BRASIL,FACEIB,Cuiabá,MT,4,2,4,faculdade do centro educacional interdisciplinar do brasil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22651,Instituto de Tecnologia e Liderança,Inteli,São Paulo,SP,5,28,21,instituto de tecnologia e lideranca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22659,Faculdade Harven Agribusiness School,HARVEN,Ribeirão Preto,SP,4,9,4,faculdade harven agribusiness school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22660,FACULDADE UNYPUBLICA,,Curitiba,PR,4,2,1,faculdade unypublica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22684,Faculdade Unicentral,,Campo Verde,MT,4,1,6,faculdade unicentral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22702,FACULDADE PITÁGORAS UNOPAR DE CHAPECÓ,,Chapecó,SC,4,14,8,faculdade pitagoras unopar de chapeco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22703,FACULDADE PITÁGORAS DE CONCÓRDIA,,Concórdia,SC,4,14,2,faculdade pitagoras de concordia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22707,FACULDADE PITÁGORAS UNOPAR DE ITAJUBÁ,,Itajubá,MG,4,14,5,faculdade pitagoras unopar de itajuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22710,FACULDADE PITÁGORAS UNOPAR DE QUIXERAMOBIM,,Quixeramobim,CE,4,12,0,faculdade pitagoras unopar de quixeramobim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22712,FACULDADE PITÁGORAS UNOPAR DE MURIAÉ,,Muriaé,MG,4,15,4,faculdade pitagoras unopar de muriae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22713,FACULDADE DO OESTE POTIGUAR,FAOP,São Miguel,RN,4,0,6,faculdade do oeste potiguar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22715,FACULDADE PITÁGORAS UNOPAR DE CANINDÉ,,Canindé,CE,4,12,0,faculdade pitagoras unopar de caninde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22716,FACULDADE PITÁGORAS DE PENÁPOLIS,,Penápolis,SP,4,14,3,faculdade pitagoras de penapolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22736,Faculdade UNISUL de Itajaí,,Itajaí,SC,4,46,61,faculdade unisul de itajai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22741,FACULDADE MASTER DO PARÁ - FAMAP XINGUARA,FAMAP,Xinguara,PA,4,0,0,faculdade master do para  famap xinguara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22748,FACULDADES FAMEP,FAMEP,São Pedro do Piauí,PI,4,3,3,faculdades famep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22753,FACULDADE RIO PARNAÍBA,FARP,Timon,MA,4,1,4,faculdade rio parnaiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22758,Faculdade Una de Itabira,Una,Itabira,MG,4,34,48,faculdade una de itabira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22759,Instituto Una de Itabira,Una,Itabira,MG,4,6,16,instituto una de itabira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22760,Faculdade Fleming Cerquilho,Fac Cerquilho,Cerquilho,SP,4,3,9,faculdade fleming cerquilho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22762,Faculdade de Tecnologia e Ciências - FTC Caruaru,FTC - Caruaru,Caruaru,PE,4,0,0,faculdade de tecnologia e ciencias  ftc caruaru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
