CO_IES,NO_IES,SG_IES,NO_MUNICIPIO_IES,SG_UF_IES,TP_CATEGORIA_ADMINISTRATIVA,QT_DOC_EX_DOUT,QT_DOC_EX_MEST,nome_ies_padronizado,total_bolsas_cnpq,ADC - Apoio à Difusão do Conhecimento,AED - Auxílio a Editoração e Publicação,APQ - Auxílio a Pesquisa,ARC - Promoção de Eventos Científicos,AT - Apoio Técnico a Pesquisa,ATP - Apoio Técnico em Extensão no País ,DCR - Desenvolvimento Cientifico Regional,DES - Desenvolvimento Tecnológico e Inovação ,DT - Produtividade Desen. Tec. e Extensão ,DTC - Desenvolvimento Tecnológico em TICs,DTI - Desenvolvimento Tecnológico Industrial,EPI - Bolsa de Treinamento - Programa ,EV - Especialista Visitante,EXP - Extensão no País,GD - Doutorado,GDE - Doutorado no Exterior,GM - Mestrado,IC - Iniciação Científica,ICJ - Iniciação Científica Júnior,IEX - Iniciação ao Extensionismo,IT - Iniciação Tecnológica,ITC - Iniciação Tecnológica em TICs,ITI - Iniciação Tecnológica e Industrial,PAV - Bolsa Pesquisador-Avaliador,PCI - Programa de Capacitação Institucional,PDE - Pós-doutorado no Exterior,PDI - Pos-doutorado Empresarial,PDJ - Pós-doutorado Júnior,PDS - Pós-doutorado Sênior,PQ - Produtividade em Pesquisa,PV - Pesquisador Visitante,SET - Fixação de Recursos Humanos,SWE - Doutorado Sanduíche no Exterior,SWP - Doutorado-Sanduiche no Pais
138,CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ,CBM,Ribeirão Preto,SP,5,161,122,centro universitario barao de maua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,UNIVERSIDADE DE VASSOURAS,UNIVASSOURAS,Vassouras,RJ,5,145,232,universidade de vassouras,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
141,FACULDADE DE DIREITO DE VARGINHA - FADIVA,FADIVA,Varginha,MG,5,0,18,faculdade de direito de varginha  fadiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,CENTRO UNIVERSITÁRIO DO TRIÂNGULO,UNITRI,Uberlândia,MG,5,42,75,centro universitario do triangulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,UNIVERSIDADE DE UBERABA,UNIUBE,Uberaba,MG,5,150,224,universidade de uberaba,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0
144,FACULDADE DE CIÊNCIAS HUMANAS DE OLINDA,FACHO,Olinda,PE,5,7,23,faculdade de ciencias humanas de olinda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,CENTRO UNIVERSITÁRIO DE RIO PRETO,UNIRP,São José do Rio Preto,SP,4,81,95,centro universitario de rio preto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO,FAMERP,São José do Rio Preto,SP,2,145,50,faculdade de medicina de sao jose do rio preto,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
150,UNIVERSIDADE DE SOROCABA,UNISO,Sorocaba,SP,5,167,208,universidade de sorocaba,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
151,ESCOLA DE ADMINISTRAÇÃO DE EMPRESAS DE SÃO PAULO - FGV EAESP,FGV-EAESP,São Paulo,SP,5,229,8,escola de administracao de empresas de sao paulo  fgv eaesp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,FACULDADE DE CIÊNCIAS CONTÁBEIS,FACIC,Salvador,BA,5,5,16,faculdade de ciencias contabeis,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
158,CONSERVATÓRIO BRASILEIRO DE MÚSICA - CENTRO UNIVERSITÁRIO BRASILEIRO DE EDUCAÇÃO,CBM-UniCBE,Rio de Janeiro,RJ,5,16,40,conservatorio brasileiro de musica  centro universitario brasileiro de educacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,FACULDADE NOVA ROMA CARUARU,FNR CARUARU,Caruaru,PE,4,2,13,faculdade nova roma caruaru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,FACULDADE FRASSINETTI DO RECIFE,FAFIRE,Recife,PE,5,39,82,faculdade frassinetti do recife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,CENTRO UNIVERSITÁRIO ASSUNÇÃO,UNIFAI,São Paulo,SP,5,30,25,centro universitario assuncao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO,FEBASP,São Paulo,SP,5,112,97,centro universitario belas artes de sao paulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Rio de Janeiro,RJ,4,797,1078,universidade estacio de sa,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
165,UNIVERSIDADE VEIGA DE ALMEIDA,UVA,Rio de Janeiro,RJ,4,206,288,universidade veiga de almeida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,"FAI - CENTRO DE ENSINO SUPERIOR EM GESTÃO, TECNOLOGIA E EDUCAÇÃO",,Santa Rita do Sapucaí,MG,5,12,33,"fai  centro de ensino superior em gestao, tecnologia e educacao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,UNIVERSIDADE METODISTA DE SÃO PAULO,UMESP,São Bernardo do Campo,SP,5,85,94,universidade metodista de sao paulo,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,12,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0
171,FACULDADE DE DIREITO DO SUL DE MINAS,FDSM,Pouso Alegre,MG,5,12,16,faculdade de direito do sul de minas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,UNIVERSIDADE CASTELO BRANCO,UCB,Rio de Janeiro,RJ,5,32,67,universidade castelo branco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,FACULDADE SOUZA MARQUES,FSM,Rio de Janeiro,RJ,5,102,113,faculdade souza marques,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,FACULDADE PRESBITERIANA MACKENZIE RIO,,Rio de Janeiro,RJ,5,23,28,faculdade presbiteriana mackenzie rio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,FACULDADE DE EDUCAÇÃO SUPERIOR DO PARANÁ,FESPPR,Curitiba,PR,5,8,22,faculdade de educacao superior do parana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,FACULDADE CÁSPER LÍBERO,FCL,São Paulo,SP,5,33,25,faculdade casper libero,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
202,FACULDADE DO RIO DE JANEIRO,,Rio de Janeiro,RJ,4,1,1,faculdade do rio de janeiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,UNIVERSIDADE SÃO JUDAS TADEU,USJT,São Paulo,SP,4,264,294,universidade sao judas tadeu,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
206,Centro Universitário Católico Ítalo Brasileiro,UNIÍTALO,São Paulo,SP,5,39,81,centro universitario catolico italo brasileiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,CENTRO UNIVERSITÁRIO MOURA LACERDA,CUML,Ribeirão Preto,SP,5,52,81,centro universitario moura lacerda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,UNIVERSIDADE DE RIBEIRÃO PRETO,UNAERP,Ribeirão Preto,SP,5,282,180,universidade de ribeirao preto,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0
213,CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO,FECAP,São Paulo,SP,5,69,30,centro universitario alvares penteado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,FACULDADE DE ENGENHARIA DE MINAS GERAIS - FEAMIG,FEAMIG,Belo Horizonte,MG,4,8,19,faculdade de engenharia de minas gerais  feamig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX,CEUNIH,Belo Horizonte,MG,5,1,1,centro universitario metodista izabela hendrix,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
217,CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE,UNIFAE,São João da Boa Vista,SP,7,60,97,centro universitario das faculdades associadas de ensino  fae,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,FACULDADE DE EDUCAÇÃO CIÊNCIAS E ARTES DOM BOSCO DE MONTE APRAZÍVEL,FAECA DOM BOSCO,Monte Aprazível,SP,5,5,19,faculdade de educacao ciencias e artes dom bosco de monte aprazivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,FACULDADE SÃO JUDAS TADEU,FSJT,Rio de Janeiro,RJ,5,2,11,faculdade sao judas tadeu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,São Paulo,SP,4,326,415,universidade cruzeiro do sul,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,34,5,0,4,0,0,0,0,0,0,1,0,9,0,0,0,0
222,CENTRO UNIVERSITÁRIO DE VOTUPORANGA,UNIFEV,Votuporanga,SP,5,50,81,centro universitario de votuporanga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Centro Universitário FMABC,FMABC,Santo André,SP,5,171,118,centro universitario fmabc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,CENTRO UNIVERSITÁRIO LUSÍADA,UNILUS,Santos,SP,5,56,76,centro universitario lusiada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,UNIVERSIDADE CATÓLICA DE SANTOS,UNISANTOS,Santos,SP,5,136,110,universidade catolica de santos,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,42,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
231,FACULDADE DE SÃO BERNARDO DO CAMPO - FASB,FASB I,São Bernardo do Campo,SP,5,18,31,faculdade de sao bernardo do campo  fasb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,FACULDADES OSWALDO CRUZ,FOC,São Paulo,SP,4,53,65,faculdades oswaldo cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,UNIVERSIDADE SANTA ÚRSULA,USU,Rio de Janeiro,RJ,5,70,49,universidade santa ursula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,CENTRO UNIVERSITÁRIO ANHANGUERA PITÁGORAS AMPLI,,Santo André,SP,4,89,133,centro universitario anhanguera pitagoras ampli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,CENTRO UNIVERSITÁRIO FIEO,UNIFIEO,Osasco,SP,5,37,47,centro universitario fieo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,CENTRO UNIVERSITÁRIO UNI-BAN,UNI-BAN,São Paulo,SP,4,2,8,centro universitario uni ban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,FACULDADES INTEGRADAS CAMPOS SALLES,FICS,São Paulo,SP,5,11,37,faculdades integradas campos salles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,CENTRO UNIVERSITÁRIO DAS FACULDADES INTEGRADAS DE OURINHOS,Unifio,Ourinhos,SP,5,61,103,centro universitario das faculdades integradas de ourinhos,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,UNIVERSIDADE METODISTA DE PIRACICABA,UNIMEP,Piracicaba,SP,5,30,36,universidade metodista de piracicaba,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,CENTRO UNIVERSITÁRIO ESPÍRITO-SANTENSE/FAESA,,Vitória,ES,5,16,69,centro universitario espirito santense/faesa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,FACULDADE FACCAT,FACCAT,Tupã,SP,4,3,8,faculdade faccat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,Presidente Prudente,SP,5,306,310,universidade do oeste paulista,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,16,8,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0
275,UNIVERSIDADE DO VALE DO PARAÍBA,UNIVAP,São José dos Campos,SP,5,146,92,universidade do vale do paraiba,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,1,0,9,1,0,0,0
276,FACULDADE DE DIREITO DE SOROCABA,FADI,Sorocaba,SP,5,12,14,faculdade de direito de sorocaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,CENTRO UNIVERSITÁRIO AUGUSTO MOTTA,UNISUAM,Rio de Janeiro,RJ,5,142,336,centro universitario augusto motta,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
278,FACULDADES INTEGRADAS SIMONSEN,FIS,Rio de Janeiro,RJ,5,0,2,faculdades integradas simonsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,FACULDADES INTEGRADAS HÉLIO ALONSO,FACHA,Rio de Janeiro,RJ,5,41,47,faculdades integradas helio alonso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,FACULDADE DE MEDICINA DE ITAJUBÁ,FMIT,Itajubá,MG,5,22,17,faculdade de medicina de itajuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,FACULDADE DE DIREITO DO VALE DO RIO DOCE,FADIVALE,Governador Valadares,MG,5,8,16,faculdade de direito do vale do rio doce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,FACULDADE TRÊS DE MAIO,SETREM,Três de Maio,RS,5,24,68,faculdade tres de maio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,UNIVERSIDADE DE SANTA CRUZ DO SUL,UNISC,Santa Cruz do Sul,RS,5,195,193,universidade de santa cruz do sul,87,0,0,1,0,4,0,0,0,1,0,0,0,0,0,3,0,5,31,2,0,24,0,0,0,0,0,0,0,0,16,0,0,0,0
296,Centro Universitário da Região da Campanha,,Bagé,RS,5,41,101,centro universitario da regiao da campanha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Universidade Pitágoras Unopar Anhanguera,Unopar,Londrina,PR,4,166,259,universidade pitagoras unopar anhanguera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,FACULDADE DE JANDAIA DO SUL,FAFIJAN,Jandaia do Sul,PR,5,3,5,faculdade de jandaia do sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,FACULDADE DE MEDICINA DE BARBACENA,FAME,Barbacena,MG,5,26,41,faculdade de medicina de barbacena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,CENTRO UNIVERSITÁRIO PRESIDENTE ANTÔNIO CARLOS,UNIPAC,Barbacena,MG,5,53,115,centro universitario presidente antonio carlos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,UNIVERSIDADE NOVE DE JULHO,UNINOVE,São Paulo,SP,5,678,555,universidade nove de julho,46,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,42,0,0,0,0
319,UNIVERSIDADE BRASIL,UB,São Paulo,SP,5,114,139,universidade brasil,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,12,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
322,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,4,1342,1779,universidade paulista,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
330,UNIVERSIDADE IGUAÇU,UNIG,Nova Iguaçu,RJ,5,125,327,universidade iguacu,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
336,FACULDADE MACHADO SOBRINHO,FMS,Juiz de Fora,MG,5,4,21,faculdade machado sobrinho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,Centro Universitário Academia,Uniacademia,Juiz de Fora,MG,5,45,102,centro universitario academia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Belo Horizonte,MG,5,923,751,pontificia universidade catolica de minas gerais,136,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,12,61,0,0,4,0,0,0,0,0,0,2,0,52,0,0,0,0
339,FACUDADE UNINEVES,,João Pessoa,PB,4,6,8,facudade unineves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,CENTRO UNIVERSITÁRIO NEWTON PAIVA,NEWTON PAIVA,Belo Horizonte,MG,4,87,129,centro universitario newton paiva,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,CENTRO UNIVERSITÁRIO UNA,UNA,Belo Horizonte,MG,4,143,228,centro universitario una,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,ESCOLA DE ENGENHARIA KENNEDY,EEK,Belo Horizonte,MG,5,6,12,escola de engenharia kennedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,INSTITUTO SUPERIOR DE CIÊNCIAS APLICADAS - ISCA,ISCA,Limeira,SP,5,4,9,instituto superior de ciencias aplicadas  isca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,CENTRO UNIVERSITÁRIO DE BELO HORIZONTE,UNI-BH,Belo Horizonte,MG,4,96,96,centro universitario de belo horizonte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,FACULDADE DE CIÊNCIAS MÉDICAS DE MINAS GERAIS,FCMMG,Belo Horizonte,MG,5,145,226,faculdade de ciencias medicas de minas gerais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA,UNIPÊ,João Pessoa,PB,4,209,324,centro universitario de joao pessoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,FACULDADE EVANGÉLICA MACKENZIE DO PARANÁ,FEMPAR,Curitiba,PR,5,56,46,faculdade evangelica mackenzie do parana,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,UNIVERSIDADE TUIUTI DO PARANÁ,UTP,Curitiba,PR,4,130,144,universidade tuiuti do parana,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
360,Centro Universitário Paulistana,UNIPAULISTANA,São Paulo,SP,5,8,29,centro universitario paulistana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,Faculdade Paulista de Serviço Social de São Caetano do Sul,FAPSS,São Caetano do Sul,SP,5,2,3,faculdade paulista de servico social de sao caetano do sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,Faculdade Primum,Primum,São Paulo,SP,4,7,3,faculdade primum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,FACULDADE MOZARTEUM DE SÃO PAULO,FAMOSP,São Paulo,SP,5,6,6,faculdade mozarteum de sao paulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Montes Claros,MG,2,496,361,universidade estadual de montes claros,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,31,0,11,0,0,0,0,0,0,3,0,29,0,0,0,0
368,FACULDADE DE EDUCAÇÃO FÍSICA DA ASSOCIAÇÃO CRISTÃ DE MOÇOS DE SOROCABA,FEFISO,Sorocaba,SP,5,8,8,faculdade de educacao fisica da associacao crista de mocos de sorocaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,FACULDADE PAULISTA DE ARTES,FPA,São Paulo,SP,5,5,6,faculdade paulista de artes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,FACULDADE DE MÚSICA CARLOS GOMES,FMCG,São Paulo,SP,4,2,2,faculdade de musica carlos gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,ESCOLA DE SOCIOLOGIA E POLÍTICA DE SÃO PAULO,ESP,São Paulo,SP,5,16,9,escola de sociologia e politica de sao paulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,São Paulo,SP,5,213,324,centro universitario das faculdades metropolitanas unidas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,UNIVERSIDADE SANTO AMARO,UNISA,São Paulo,SP,5,281,358,universidade santo amaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,Anhanguera SP,São Paulo,SP,4,182,338,centro universitario anhanguera de sao paulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,UNIVERSIDADE DA AMAZÔNIA,UNAMA,Belém,PA,4,205,393,universidade da amazonia,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
